,Country,Country Group,OPEC Member,Year, Crude oil production,Oil demand,Crude oil exports,Imports of crude oil,GDP,Oil Price
6219,Kenya,,No,2011,,,,,41953433591.4101,111.26
6220,Kiribati,,No,2011,,,,,177142135.121196,111.26
6221,"Korea, Rep.",,No,2011,,,,,1202463682633.85,111.26
6222,Kosovo,,No,2011,,,,,6649291075.89658,111.26
6223,Kyrgyz Republic,,No,2011,,,,,6197766118.59856,111.26
6224,Lao PDR,,No,2011,,,,,8261299199.6817,111.26
6225,Latvia,,No,2011,,,,,28223552824.7508,111.26
6226,Lebanon,,No,2011,,,,,40075674163.2504,111.26
6227,Lesotho,,No,2011,,,,,2788022889.09394,111.26
6228,Liberia,,No,2011,,,,,1545400000.0,111.26
6229,Liechtenstein,,No,2011,,,,,5739977477.47748,111.26
6230,Lithuania,,No,2011,,,,,43476878139.2577,111.26
6231,Luxembourg,,No,2011,,,,,60004630234.4135,111.26
6232,"Macao SAR, China",,No,2011,,,,,36709860068.3445,111.26
6233,"Macedonia, FYR",,No,2011,,,,,10494632699.3859,111.26
6234,Madagascar,,No,2011,,,,,9892702357.56691,111.26
6235,Malawi,,No,2011,,,,,8003300198.30166,111.26
6236,Maldives,,No,2011,,,,,2774351757.78111,111.26
6237,Mali,,No,2011,,,,,12978107560.5982,111.26
6238,Malta,,No,2011,,,,,9504797627.39878,111.26
6239,Marshall Islands,,No,2011,,,,,173260300.0,111.26
6240,Mauritania,,No,2011,,,,,5179690135.80186,111.26
6241,Mauritius,,No,2011,,,,,11518393367.2403,111.26
6242,"Micronesia, Fed. Sts.",,No,2011,,,,,310502100.0,111.26
6243,Moldova,,No,2011,,,,,7015206498.21955,111.26
6244,Monaco,,No,2011,,,,,6074884388.58937,111.26
6245,Mongolia,,No,2011,,,,,10409797649.3063,111.26
6246,Montenegro,,No,2011,,,,,4538198498.74896,111.26
6247,Mozambique,,No,2011,,,,,13131168011.807,111.26
6248,Myanmar,,No,2011,,,,,59977326085.9908,111.26
6249,Namibia,,No,2011,,,,,12409629835.6998,111.26
6250,Nauru,,No,2011,,,,,72751801.046087,111.26
6251,Nepal,,No,2011,,,,,18913574370.76,111.26
6252,Nicaragua,,No,2011,,,,,9774316692.15985,111.26
6253,Niger,,No,2011,,,,,6409169889.50891,111.26
6254,Northern Mariana Islands,,No,2011,,,,,733000000.0,111.26
6255,Palau,,No,2011,,,,,200066900.0,111.26
6256,Panama,,No,2011,,,,,34373820500.0,111.26
6257,Papua New Guinea,,No,2011,,,,,17984816533.1084,111.26
6258,Paraguay,,No,2011,,,,,25099681460.8943,111.26
6259,Peru,,No,2011,,,,,171761737046.585,111.26
6260,Portugal,,No,2011,,,,,244895101712.451,111.26
6261,Puerto Rico,,No,2011,,,,,100351670000.0,111.26
6262,Russian Federation,,No,2011,,,,,2051661732059.78,111.26
6263,Rwanda,,No,2011,,,,,6491683831.5094,111.26
6264,Samoa,,No,2011,,,,,739785121.889922,111.26
6265,San Marino,,No,2011,,,,,2054489852.65499,111.26
6266,Sao Tome and Principe,,No,2011,,,,,233213522.647122,111.26
6267,Senegal,,No,2011,,,,,14390776643.965,111.26
6268,Seychelles,,No,2011,,,,,1065826669.89742,111.26
6269,Sierra Leone,,No,2011,,,,,2942546781.04548,111.26
6270,Slovak Republic,,No,2011,,,,,98181259740.0919,111.26
6271,Slovenia,,No,2011,,,,,51290792018.1074,111.26
6272,Solomon Islands,,No,2011,,,,,886498370.696086,111.26
6273,South Sudan,,No,2011,,,,,17826697892.2717,111.26
6274,Sri Lanka,,No,2011,,,,,65292741296.5382,111.26
6275,St. Kitts and Nevis,,No,2011,,,,,753225962.962963,111.26
6276,St. Lucia,,No,2011,,,,,1437684814.81481,111.26
6277,St. Vincent and the Grenadines,,No,2011,,,,,676129407.407407,111.26
6278,Sudan,,No,2011,,,,,67327289319.733,111.26
6279,Suriname,,No,2011,,,,,4422276621.78703,111.26
6280,Swaziland,,No,2011,,,,,4820499924.2539,111.26
6281,Switzerland,,No,2011,,,,,699579638638.226,111.26
6282,Tajikistan,,No,2011,,,,,6522732202.50748,111.26
6283,Tanzania,,No,2011,,,,,33878631649.4157,111.26
6284,Timor-Leste,,No,2011,,,,,1053500000.0,111.26
6285,Togo,,No,2011,,,,,3756023159.96,111.26
6286,Tonga,,No,2011,,,,,423011844.331641,111.26
6287,Trinidad and Tobago,,No,2011,,,,,25433011405.3017,111.26
6288,Tuvalu,,No,2011,,,,,39312016.5033522,111.26
6289,Uganda,,No,2011,,,,,20176751242.0546,111.26
6290,Uruguay,,No,2011,,,,,47962439293.3696,111.26
6291,Uzbekistan,,No,2011,,,,,45915191189.3237,111.26
6292,Vanuatu,,No,2011,,,,,792149700.679116,111.26
6293,"Venezuela, RB",,No,2011,,,,,316482190800.364,111.26
6294,Virgin Islands (U.S.),,No,2011,,,,,4239000000.0,111.26
6295,West Bank and Gaza,,No,2011,,,,,10465400000.0,111.26
6296,"Yemen, Rep.",,No,2011,,,,,32726417878.391,111.26
6297,Zambia,,No,2011,,,,,23460098339.7453,111.26
6298,Zimbabwe,,No,2011,,,,,12098450748.8603,111.26
6299,Algeria,Africa ,Yes,2012,1199.795,351.1393442622951,808.5499999999998,5.916164383561644,209058991952.125,111.63
6300,Angola,Africa ,Yes,2012,1704.001,84.51096090483209,1663.2550765027322,0.0,115398371427.673,111.63
6301,Argentina,Latin America,No,2012,549.279,679.2099636558768,,,545982375701.128,111.63
6302,Australia,OECD Asia Pacific,No,2012,276.273,1126.8579234972678,260.86254365962185,498.31702546038815,1538194473087.23,111.63
6303,Azerbaijan,Other Eurasia,No,2012,817.164,93.04918032786884,698.4166666666666,,69684317718.9409,111.63
6304,Bahrain,Middle East ,No,2012,173.046,,0.0,219.91666666666663,30749308510.6383,111.63
6305,Brazil,Latin America,No,2012,2061.322,2955.129489000141,487.6666666666667,311.5,2465188674415.03,111.63
6306,Brunei,Other Asia,No,2012,145.65800000000002,,139.0,,,111.63
6307,Cameroon,Africa ,No,2012,59.754000000000005,,,,29104437355.0395,111.63
6308,Canada,OECD Americas,No,2012,1308.519,2437.7049180327867,1756.9328516870594,714.0722497219132,1824288757447.57,111.63
6309,Chad,Africa ,No,2012,117.568,,,,12368071038.7362,111.63
6310,Chile,OECD Americas,No,2012,6.082,332.0163934426229,,169.04685792349727,267122320056.702,111.63
6311,China,China,No,2012,4074.164,9793.012099940022,48.91666666666666,5423.805261509499,8560547314679.28,111.63
6312,Colombia,Latin America,No,2012,944.219,299.25136612021856,555.0,,369659697842.885,111.63
6313,Congo,Africa ,Yes,2012,262.87,6.3340913340787575,252.020822,0.0,,111.63
6314,Denmark,OECD Europe,No,2012,201.948,,,,327148899962.146,111.63
6315,Ecuador,Latin America,No,2012,503.5990000000001,269.1820028878911,357.67,0.0,87924544000.0,111.63
6316,Egypt,Africa ,No,2012,564.295,943.0198026380614,90.98815,101.83333333333331,,111.63
6317,Equatorial Guinea,Africa ,Yes,2012,247.143,4.16,221.47447927943773,,22389627294.4179,111.63
6318,Gabon,Africa ,Yes,2012,227.255,40.391428198768295,223.9601019319428,0.0,17171446922.2104,111.63
6319,Ghana,Africa ,No,2012,71.32,,,,41939728978.7281,111.63
6320,Guyana,Latin America,No,2012,0.0,,,,2861562265.88301,111.63
6321,India,India,No,2012,717.1800000000001,3740.361231591828,0.0,3682.23623025584,1827637859135.7,111.63
6322,Indonesia,Other Asia,No,2012,763.396,1580.7267759562842,228.8705077808219,329.48418160343647,917869910105.749,111.63
6323,IR Iran,Middle East ,Yes,2012,3739.751,,2102.0,1.103013698630137,,111.63
6324,Iraq,Middle East ,Yes,2012,2942.407,664.5404533273448,2423.35,0.0,218000986222.639,111.63
6325,Kazakhstan,Other Eurasia,No,2012,1344.497,256.6214683432442,1215.2415667892,,207998568865.789,111.63
6326,Kuwait,Middle East ,Yes,2012,2977.56,376.9557225272813,2070.0,0.0,174070025008.932,111.63
6327,Libya,Africa ,Yes,2012,1449.994,220.0085904371585,1239.526684931507,0.0,,111.63
6328,Malaysia,Other Asia,No,2012,471.495,605.5981698605514,267.75,245.16666666666663,314443149443.149,111.63
6329,Mexico,OECD Americas,No,2012,2547.932,2102.1666666666665,1333.0833333333333,,1186598324461.82,111.63
6330,Nigeria,Africa ,Yes,2012,1954.074,343.6366120218579,2367.9999999999995,0.0,460953836444.364,111.63
6331,Norway,OECD Europe,No,2012,1532.792,,1302.8992076502732,,510229136226.902,111.63
6332,Oman,Middle East ,No,2012,813.4590000000001,,,,76689583355.0065,111.63
6333,Qatar,Middle East ,No,2012,733.578,192.6548069926567,588.25,0.0,186833516483.516,111.63
6334,Russia,Russia,No,2012,9952.577,3276.1025893036854,4757.083333333333,0.0,,111.63
6335,Saudi Arabia,Middle East ,Yes,2012,9763.0,3055.713472577509,7556.760000000001,0.0,735974843360.0,111.63
6336,Sudans,Africa ,No,2012,119.254,,60.0,,,111.63
6337,Syrian Arab Rep.,Middle East ,No,2012,151.571,,,,,111.63
6338,Thailand,Other Asia,No,2012,148.94,1248.8551912568305,,860.3333333333334,397559992407.45,111.63
6339,United Arab Emirates,Middle East ,Yes,2012,2653.0,638.0181702064557,2445.229999999999,0.0,374817974104.833,111.63
6340,United Kingdom,OECD Europe,No,2012,868.645,1534.3661202185792,576.4709289617487,1079.986912568306,2662085168498.93,111.63
6341,United States,OECD Americas,No,2012,6523.809,18680.17759562841,67.0,8527.0,16155255000000.0,111.63
6342,Venezuela,Latin America,Yes,2012,2803.93,786.2585640766525,1724.774431967213,25.33333333333333,,111.63
6343,Vietnam,Other Asia,No,2012,334.918,321.1324558251366,185.02,,155820001920.492,111.63
6344,Yemen,Middle East ,No,2012,159.15,,,,,111.63
6345,Belarus,,No,2012,,142.43723271273078,,433.38,65685102554.8759,111.63
6346,Belgium,,No,2012,,596.0081967213115,,639.4381147540984,497884216568.867,111.63
6347,Bulgaria,,No,2012,,94.02800897613798,,124.58333333333331,53903028252.2996,111.63
6348,Croatia,,No,2012,,97.77322404371584,,46.5,56485301967.4205,111.63
6349,France,,No,2012,,1790.3934426229507,,1143.5380601092895,2681416108537.39,111.63
6350,Germany,,No,2012,,2389.1994535519125,,1882.5315846994536,3543983909148.01,111.63
6351,I.R.Iran,,No,2012,,1764.6900486563363,,,,111.63
6352,Italy,,No,2012,,1370.25956284153,,1382.2575956284154,2072823157059.76,111.63
6353,Japan,,No,2012,,4679.915300546448,,3457.5,6203213121334.12,111.63
6354,Netherlands,,No,2012,,962.8989071038252,,1003.749699453552,828946812396.788,111.63
6355,New Zealand,,No,2012,,151.4863387978142,,,176192886551.397,111.63
6356,Pakistan,,No,2012,,422.2234840765028,,,224383620829.57,111.63
6357,Philippines,,No,2012,,311.45365840272603,,185.33333333333331,250092093547.532,111.63
6358,Poland,,No,2012,,533.0382513661202,,,500284003684.372,111.63
6359,Romania,,No,2012,,166.8087431693989,,103.83333333333331,171664638717.49,111.63
6360,Serbia,,No,2012,,80.26775956284153,,,40742313861.1374,111.63
6361,Singapore,,No,2012,,1222.1984426229508,,832.1666666666666,289162118908.538,111.63
6362,South Africa,,No,2012,,621.9901795320518,,465.1666666666667,396332598448.215,111.63
6363,South Korea,,No,2012,,2321.844262295082,,2552.3759836065574,,111.63
6364,Spain,,No,2012,,1300.8524590163934,,1181.958715846995,1336018949805.58,111.63
6365,Syria,,No,2012,,250.09137704918032,,,,111.63
6366,Tunisia,,No,2012,,89.48190163934427,,,45044112939.3687,111.63
6367,Turkey,,No,2012,,688.655737704918,,392.4222950819672,873981786532.072,111.63
6368,Turkmenistan,,No,2012,,126.58196721311477,,,35164210526.3158,111.63
6369,Ukraine,,No,2012,,295.8162971174656,,30.44,175781379051.433,111.63
6370,Trinidad & Tobago,,No,2012,,,30.75,59.34213698630137,,111.63
6371,Eqautorial Guinea,,No,2012,,,,0.0,,111.63
6372,Greece,,No,2012,,,,419.3650819672131,245670666639.047,111.63
6373,Morocco,,No,2012,,,,105.0,98266306615.3632,111.63
6374,Sweden,,No,2012,,,,416.3445901639344,543880647757.404,111.63
6375,Arab World,,No,2012,,,,,2741238538444.31,111.63
6376,Caribbean small states,,No,2012,,,,,70647852492.6344,111.63
6377,Central Europe and the Baltics,,No,2012,,,,,1351348603800.8,111.63
6378,Early-demographic dividend,,No,2012,,,,,9974410005994.34,111.63
6379,East Asia & Pacific,,No,2012,,,,,21019132105911.6,111.63
6380,East Asia & Pacific (excluding high income),,No,2012,,,,,10744168691109.2,111.63
6381,East Asia & Pacific (IDA & IBRD countries),,No,2012,,,,,10723388033068.1,111.63
6382,Euro area,,No,2012,,,,,12639517177808.2,111.63
6383,Europe & Central Asia,,No,2012,,,,,22340699161445.0,111.63
6384,Europe & Central Asia (excluding high income),,No,2012,,,,,4111011203800.41,111.63
6385,Europe & Central Asia (IDA & IBRD countries),,No,2012,,,,,4611295207484.79,111.63
6386,European Union,,No,2012,,,,,17290201940776.9,111.63
6387,Fragile and conflict affected situations,,No,2012,,,,,756982984497.055,111.63
6388,Heavily indebted poor countries (HIPC),,No,2012,,,,,562429100212.344,111.63
6389,High income,,No,2012,,,,,48814556726132.5,111.63
6390,IBRD only,,No,2012,,,,,25054597172918.9,111.63
6391,IDA & IBRD total,,No,2012,,,,,26831458123531.8,111.63
6392,IDA blend,,No,2012,,,,,891826340277.914,111.63
6393,IDA only,,No,2012,,,,,877952610254.43,111.63
6394,IDA total,,No,2012,,,,,1779309786690.56,111.63
6395,Late-demographic dividend,,No,2012,,,,,17631664734747.7,111.63
6396,Latin America & Caribbean,,No,2012,,,,,6121206635064.58,111.63
6397,Latin America & Caribbean (excluding high income),,No,2012,,,,,5639934948104.64,111.63
6398,Latin America & the Caribbean (IDA & IBRD countries),,No,2012,,,,,5912820697142.36,111.63
6399,Least developed countries: UN classification,,No,2012,,,,,798197144587.788,111.63
6400,Low & middle income,,No,2012,,,,,26088297830358.7,111.63
6401,Low income,,No,2012,,,,,353927683499.204,111.63
6402,Lower middle income,,No,2012,,,,,5535327445130.84,111.63
6403,Middle East & North Africa,,No,2012,,,,,3529758430134.79,111.63
6404,Middle East & North Africa (excluding high income),,No,2012,,,,,1681554531530.42,111.63
6405,Middle East & North Africa (IDA & IBRD countries),,No,2012,,,,,1670273623778.57,111.63
6406,Middle income,,No,2012,,,,,25733320245004.3,111.63
6407,North America,,No,2012,,,,,17985081294447.6,111.63
6408,OECD members,,No,2012,,,,,47828497828091.3,111.63
6409,Other small states,,No,2012,,,,,413323181283.977,111.63
6410,Pacific island small states,,No,2012,,,,,8110535070.84161,111.63
6411,Post-demographic dividend,,No,2012,,,,,45453811718316.9,111.63
6412,Pre-demographic dividend,,No,2012,,,,,1281751975521.8,111.63
6413,Small states,,No,2012,,,,,492081568847.453,111.63
6414,South Asia,,No,2012,,,,,2297909547839.05,111.63
6415,South Asia (IDA & IBRD),,No,2012,,,,,2297909547839.05,111.63
6416,Sub-Saharan Africa,,No,2012,,,,,1612110026187.15,111.63
6417,Sub-Saharan Africa (excluding high income),,No,2012,,,,,1610975894781.15,111.63
6418,Sub-Saharan Africa (IDA & IBRD countries),,No,2012,,,,,1612110026187.15,111.63
6419,Upper middle income,,No,2012,,,,,20194427120059.2,111.63
6420,World,,No,2012,,,,,74889946508917.8,111.63
6421,Afghanistan,,No,2012,,,,,20536542736.7297,111.63
6422,Albania,,No,2012,,,,,12319784787.2987,111.63
6423,American Samoa,,No,2012,,,,,644000000.0,111.63
6424,Andorra,,No,2012,,,,,3164615186.94591,111.63
6425,Antigua and Barbuda,,No,2012,,,,,1211411703.7037,111.63
6426,Armenia,,No,2012,,,,,10619320048.5857,111.63
6427,Austria,,No,2012,,,,,409425234155.263,111.63
6428,"Bahamas, The",,No,2012,,,,,10720500000.0,111.63
6429,Bangladesh,,No,2012,,,,,133355749482.478,111.63
6430,Barbados,,No,2012,,,,,4656350000.0,111.63
6431,Belize,,No,2012,,,,,1573618750.0,111.63
6432,Benin,,No,2012,,,,,8152554487.31321,111.63
6433,Bermuda,,No,2012,,,,,5537537000.0,111.63
6434,Bhutan,,No,2012,,,,,1823692109.61652,111.63
6435,Bolivia,,No,2012,,,,,27084497539.7974,111.63
6436,Bosnia and Herzegovina,,No,2012,,,,,17226849297.07,111.63
6437,Botswana,,No,2012,,,,,14686278707.4589,111.63
6438,Brunei Darussalam,,No,2012,,,,,19048495518.5659,111.63
6439,Burkina Faso,,No,2012,,,,,11166063466.5623,111.63
6440,Burundi,,No,2012,,,,,2472384906.99793,111.63
6441,Cabo Verde,,No,2012,,,,,1751888561.72747,111.63
6442,Cambodia,,No,2012,,,,,14038383450.186,111.63
6443,Central African Republic,,No,2012,,,,,2184183758.31567,111.63
6444,Comoros,,No,2012,,,,,570865941.229395,111.63
6445,"Congo, Dem. Rep.",,No,2012,,,,,27463220380.0054,111.63
6446,"Congo, Rep.",,No,2012,,,,,13677930123.5919,111.63
6447,Costa Rica,,No,2012,,,,,46473128285.5589,111.63
6448,Cote d'Ivoire,,No,2012,,,,,27040562587.1771,111.63
6449,Cuba,,No,2012,,,,,73141000000.0,111.63
6450,Cyprus,,No,2012,,,,,25041372221.5084,111.63
6451,Czech Republic,,No,2012,,,,,207376427020.815,111.63
6452,Djibouti,,No,2012,,,,,1353632941.5207,111.63
6453,Dominica,,No,2012,,,,,485997988.148148,111.63
6454,Dominican Republic,,No,2012,,,,,60613645121.3529,111.63
6455,"Egypt, Arab Rep.",,No,2012,,,,,279372758361.832,111.63
6456,El Salvador,,No,2012,,,,,23813600000.0,111.63
6457,Estonia,,No,2012,,,,,23043864510.0543,111.63
6458,Ethiopia,,No,2012,,,,,43310721414.0829,111.63
6459,Faroe Islands,,No,2012,,,,,2356495468.27795,111.63
6460,Fiji,,No,2012,,,,,3972012570.53467,111.63
6461,Finland,,No,2012,,,,,256706466091.089,111.63
6462,"Gambia, The",,No,2012,,,,,910026287.341901,111.63
6463,Georgia,,No,2012,,,,,15846474595.773,111.63
6464,Greenland,,No,2012,,,,,2408666378.93828,111.63
6465,Grenada,,No,2012,,,,,799882148.148148,111.63
6466,Guam,,No,2012,,,,,5199000000.0,111.63
6467,Guatemala,,No,2012,,,,,50388454861.1111,111.63
6468,Guinea,,No,2012,,,,,7387103675.30283,111.63
6469,Guinea-Bissau,,No,2012,,,,,989875559.094599,111.63
6470,Haiti,,No,2012,,,,,7890216507.68913,111.63
6471,Honduras,,No,2012,,,,,18528506894.0586,111.63
6472,"Hong Kong SAR, China",,No,2012,,,,,262629441493.476,111.63
6473,Hungary,,No,2012,,,,,127856647107.82,111.63
6474,Iceland,,No,2012,,,,,14218575093.024,111.63
6475,"Iran, Islamic Rep.",,No,2012,,,,,598853401276.104,111.63
6476,Ireland,,No,2012,,,,,225571857948.338,111.63
6477,Isle of Man,,No,2012,,,,,6433357030.0158,111.63
6478,Israel,,No,2012,,,,,257296579579.346,111.63
6479,Jamaica,,No,2012,,,,,14800165406.7733,111.63
6480,Jordan,,No,2012,,,,,30937277605.6338,111.63
6481,Kenya,,No,2012,,,,,50412754821.9795,111.63
6482,Kiribati,,No,2012,,,,,188045661.627666,111.63
6483,"Korea, Rep.",,No,2012,,,,,1222807284485.31,111.63
6484,Kosovo,,No,2012,,,,,6473724784.78736,111.63
6485,Kyrgyz Republic,,No,2012,,,,,6605139933.41063,111.63
6486,Lao PDR,,No,2012,,,,,10191350119.6796,111.63
6487,Latvia,,No,2012,,,,,28119996053.2511,111.63
6488,Lebanon,,No,2012,,,,,43868565281.7247,111.63
6489,Lesotho,,No,2012,,,,,2678494689.40317,111.63
6490,Liberia,,No,2012,,,,,1735500000.0,111.63
6491,Liechtenstein,,No,2012,,,,,5456009384.66461,111.63
6492,Lithuania,,No,2012,,,,,42847900765.8065,111.63
6493,Luxembourg,,No,2012,,,,,56677961787.0717,111.63
6494,"Macao SAR, China",,No,2012,,,,,43031577366.4251,111.63
6495,"Macedonia, FYR",,No,2012,,,,,9745251126.0109,111.63
6496,Madagascar,,No,2012,,,,,9919780071.28764,111.63
6497,Malawi,,No,2012,,,,,6028470988.53624,111.63
6498,Maldives,,No,2012,,,,,2886170570.48769,111.63
6499,Mali,,No,2012,,,,,12442747897.2223,111.63
6500,Malta,,No,2012,,,,,9203729739.42371,111.63
6501,Marshall Islands,,No,2012,,,,,185210500.0,111.63
6502,Mauritania,,No,2012,,,,,5225533499.82893,111.63
6503,Mauritius,,No,2012,,,,,11668685524.1265,111.63
6504,"Micronesia, Fed. Sts.",,No,2012,,,,,326128700.0,111.63
6505,Moldova,,No,2012,,,,,7284686576.2835,111.63
6506,Mongolia,,No,2012,,,,,12292770631.1967,111.63
6507,Montenegro,,No,2012,,,,,4087724527.81704,111.63
6508,Mozambique,,No,2012,,,,,14534278446.3087,111.63
6509,Myanmar,,No,2012,,,,,59937797559.3295,111.63
6510,Namibia,,No,2012,,,,,13016272898.9038,111.63
6511,Nauru,,No,2012,,,,,103811958.762887,111.63
6512,Nepal,,No,2012,,,,,18851513891.066,111.63
6513,Nicaragua,,No,2012,,,,,10532001129.67,111.63
6514,Niger,,No,2012,,,,,6942209594.55433,111.63
6515,Northern Mariana Islands,,No,2012,,,,,751000000.0,111.63
6516,Palau,,No,2012,,,,,215095100.0,111.63
6517,Panama,,No,2012,,,,,39954761200.0,111.63
6518,Papua New Guinea,,No,2012,,,,,21295834133.2309,111.63
6519,Paraguay,,No,2012,,,,,24595319573.7548,111.63
6520,Peru,,No,2012,,,,,192648999090.082,111.63
6521,Portugal,,No,2012,,,,,216368178659.447,111.63
6522,Puerto Rico,,No,2012,,,,,101080738000.0,111.63
6523,Russian Federation,,No,2012,,,,,2210256976945.38,111.63
6524,Rwanda,,No,2012,,,,,7315702176.36442,111.63
6525,Samoa,,No,2012,,,,,801168622.338114,111.63
6526,San Marino,,No,2012,,,,,1800077091.09598,111.63
6527,Sao Tome and Principe,,No,2012,,,,,252560557.085219,111.63
6528,Senegal,,No,2012,,,,,14225310518.7856,111.63
6529,Seychelles,,No,2012,,,,,1134267367.19206,111.63
6530,Sierra Leone,,No,2012,,,,,3801862611.36414,111.63
6531,Slovak Republic,,No,2012,,,,,93413992955.8972,111.63
6532,Slovenia,,No,2012,,,,,46352802765.5763,111.63
6533,Solomon Islands,,No,2012,,,,,1025125081.57494,111.63
6534,South Sudan,,No,2012,,,,,10368813559.322,111.63
6535,Sri Lanka,,No,2012,,,,,68434399083.41,111.63
6536,St. Kitts and Nevis,,No,2012,,,,,734462666.666667,111.63
6537,St. Lucia,,No,2012,,,,,1436803333.33333,111.63
6538,St. Vincent and the Grenadines,,No,2012,,,,,692933740.740741,111.63
6539,Sudan,,No,2012,,,,,68125631150.2939,111.63
6540,Suriname,,No,2012,,,,,4980000000.0,111.63
6541,Swaziland,,No,2012,,,,,4823831656.51644,111.63
6542,Switzerland,,No,2012,,,,,668043614122.87,111.63
6543,Tajikistan,,No,2012,,,,,7633049792.09321,111.63
6544,Tanzania,,No,2012,,,,,39087748240.4403,111.63
6545,Timor-Leste,,No,2012,,,,,1188900000.0,111.63
6546,Togo,,No,2012,,,,,3866617462.61854,111.63
6547,Tonga,,No,2012,,,,,472358251.224261,111.63
6548,Trinidad and Tobago,,No,2012,,,,,25694164489.2373,111.63
6549,Tuvalu,,No,2012,,,,,39875750.6730172,111.63
6550,Uganda,,No,2012,,,,,23132149256.9744,111.63
6551,Uruguay,,No,2012,,,,,51264390121.4144,111.63
6552,Uzbekistan,,No,2012,,,,,51821573338.1312,111.63
6553,Vanuatu,,No,2012,,,,,781702874.106058,111.63
6554,"Venezuela, RB",,No,2012,,,,,381286237847.667,111.63
6555,Virgin Islands (U.S.),,No,2012,,,,,4095000000.0,111.63
6556,West Bank and Gaza,,No,2012,,,,,11279400000.0,111.63
6557,"Yemen, Rep.",,No,2012,,,,,35393148127.2755,111.63
6558,Zambia,,No,2012,,,,,25503370699.2015,111.63
6559,Zimbabwe,,No,2012,,,,,14242490252.4289,111.63
6560,Algeria,Africa ,Yes,2013,1202.614,376.78351232876713,743.95,3.0840635115068493,209755003250.664,108.56
6561,Angola,Africa ,Yes,2013,1701.203,149.24943544821917,1669.3985679342463,0.0,124912063308.202,108.56
6562,Argentina,Latin America,No,2013,539.964,688.8053225899287,,,552025140252.246,108.56
6563,Australia,OECD Asia Pacific,No,2013,209.211,1139.317808219178,205.5852160138249,450.6631883640553,1567178619062.28,108.56
6564,Azerbaijan,Other Eurasia,No,2013,814.7180000000001,99.26301369863012,692.0833333333334,,74164435946.4627,108.56
6565,Bahrain,Middle East ,No,2013,197.55900000000003,,0.0,218.91666666666663,32539547872.3404,108.56
6566,Brazil,Latin America,No,2013,2023.86,3097.5425081335648,365.5833333333333,363.5,2472806919901.67,108.56
6567,Brunei,Other Asia,No,2013,122.142,,114.58333333333331,,,108.56
6568,Cameroon,Africa ,No,2013,66.18400000000001,,,,32348149947.3727,108.56
6569,Canada,OECD Americas,No,2013,1381.597,2417.72602739726,2058.664449116743,651.4399793906811,1842628005830.18,108.56
6570,Chad,Africa ,No,2013,105.54,,,,12949854262.8127,108.56
6571,Chile,OECD Americas,No,2013,6.666,339.4931506849315,,188.02586301369865,278384332694.313,108.56
6572,China,China,No,2013,4163.773,10398.816214722998,32.0,5657.654539974593,9607224481532.65,108.56
6573,Colombia,Latin America,No,2013,1008.178,297.5123287671233,703.25,,380191876348.93,108.56
6574,Congo,Africa ,Yes,2013,239.789,7.220605783968519,240.735274,0.0,,108.56
6575,Denmark,OECD Europe,No,2013,175.956,,,,343584385594.132,108.56
6576,Ecuador,Latin America,No,2013,526.344,272.0413424657534,388.2,0.0,95129659000.0,108.56
6577,Egypt,Africa ,No,2013,562.603,880.5405212436262,96.53398333,57.333333333333336,,108.56
6578,Equatorial Guinea,Africa ,Yes,2013,211.19,4.3,206.6965506927993,,21942597765.3631,108.56
6579,Gabon,Africa ,Yes,2013,220.247,43.83053872997274,207.50334246237463,0.0,17590745688.6082,108.56
6580,Ghana,Africa ,No,2013,97.482,,,,47805069494.9081,108.56
6581,Guyana,Latin America,No,2013,0.0,,,,2987684170.24434,108.56
6582,India,India,No,2013,716.589,3819.312906198933,0.0,3792.576149337135,1856722121394.53,108.56
6583,Indonesia,Other Asia,No,2013,727.1619999999999,1604.9232876712329,228.6038520821917,401.721249809868,912524136718.018,108.56
6584,IR Iran,Middle East ,Yes,2013,3575.342,,1215.41,0.0,,108.56
6585,Iraq,Middle East ,Yes,2013,2979.616,714.7896986301371,2390.38,0.0,234648370497.427,108.56
6586,Kazakhstan,Other Eurasia,No,2013,1402.397,270.3556908354705,1276.8721596972,,236634552078.102,108.56
6587,Kuwait,Middle East ,Yes,2013,2924.65,387.5010958904113,2058.46,0.0,174161495063.47,108.56
6588,Libya,Africa ,Yes,2013,993.346,250.04142630136985,836.0643287671232,0.0,,108.56
6589,Malaysia,Other Asia,No,2013,462.384,669.8849456683886,209.0,178.33333333333334,323277158906.979,108.56
6590,Mexico,OECD Americas,No,2013,2522.195,2090.621917808219,1270.6537092293906,,1261981728468.52,108.56
6591,Nigeria,Africa ,Yes,2013,1753.717,384.9134931369001,2193.0,0.0,514966287206.505,108.56
6592,Norway,OECD Europe,No,2013,1463.597,,1198.5033424657536,,523502127659.574,108.56
6593,Oman,Middle East ,No,2013,844.337,,,,78938585175.5527,108.56
6594,Qatar,Middle East ,No,2013,723.923,221.47711357296583,598.7,0.0,198727747252.747,108.56
6595,Russia,Russia,No,2013,10046.551,3373.8619583222103,4689.0,0.0,,108.56
6596,Saudi Arabia,Middle East ,Yes,2013,9637.0,3049.0349856426137,7570.71,0.0,746647127413.333,108.56
6597,Sudans,Africa ,No,2013,232.255,,133.0,,,108.56
6598,Syrian Arab Rep.,Middle East ,No,2013,45.326,,,,,108.56
